1874,q4,6.0
1878,q3,6.2
1883,q4,5.4
1887,q3,4.1
1888,q1,4.4
1888,q4,5.9
1890,q1,5.1
1890,q4,4.3
1891,q1,4.05
1891,q2,3.65
1891,q4,4.0
1892,q4,6.1
1893,q2,5.8
1894,q1,5.4
1894,q2,5.45
1894,q3,4.8
1894,q4,6.3
1895,q2,5.7
1895,q3,6.300000000000001
1895,q4,5.8999999999999995
1896,q1,5.871428571428572
1896,q2,5.0
1896,q4,6.35
1897,q1,5.466666666666666
1897,q2,5.0
1898,q1,6.05
1898,q3,6.0
1899,q1,6.3
1899,q2,5.5
1899,q4,5.5
1900,q1,5.9
1900,q3,6.25
1900,q4,6.5
1901,q1,4.74
1901,q3,2.85
1901,q4,5.9
1902,q3,6.9
1903,q1,5.05
1903,q3,6.225
1903,q4,5.7
1904,q1,4.5
1904,q2,5.5
1904,q4,6.8
1905,q1,6.55
1905,q3,6.15
1906,q1,5.85
1906,q2,5.6
1906,q4,6.05
1907,q1,5.85
1907,q3,6.166666666666667
1908,q1,6.466666666666666
1908,q3,6.8
1908,q4,6.0
1909,q1,6.1499999999999995
1909,q2,6.5
1909,q3,4.833333333333333
1909,q4,5.75
1910,q1,6.466666666666666
1910,q2,6.0
1910,q3,6.1
1910,q4,7.0
1911,q1,0.0
1911,q2,6.1
1911,q3,6.05
1912,q1,3.3
1912,q2,5.0
1912,q4,5.05
1913,q1,6.0
1913,q2,6.7
1913,q3,5.533333333333334
1913,q4,6.375000000000001
1914,q1,5.883333333333333
1914,q2,5.45
1914,q3,6.028571428571428
1914,q4,5.85
1915,q1,5.441666666666666
1915,q2,5.4799999999999995
1915,q3,4.633333333333334
1915,q4,5.125
1916,q1,5.233333333333333
1916,q2,6.3
1916,q3,5.254545454545454
1916,q4,4.800000000000001
1917,q1,5.08
1917,q2,6.4
1917,q3,6.6
1917,q4,5.7
1918,q1,6.45
1918,q2,4.96
1918,q3,6.333333333333333
1918,q4,5.85
1919,q1,6.7
1919,q2,6.533333333333334
1919,q3,6.6571428571428575
1919,q4,5.2375
1920,q1,6.1
1920,q2,7.5
1920,q3,7.1
1920,q4,5.333333333333333
1921,q1,5.977777777777778
1921,q2,6.675
1921,q3,6.7
1921,q4,5.315384615384615
1922,q1,5.914285714285714
1922,q2,6.2
1922,q3,6.342857142857142
1922,q4,4.955555555555556
1923,q1,5.675000000000001
1923,q2,7.6
1923,q3,6.8999999999999995
1923,q4,6.966666666666666
1924,q1,6.258333333333334
1924,q2,7.0
1924,q3,6.416666666666667
1924,q4,7.029999999999999
1925,q1,6.022222222222222
1925,q2,7.050000000000001
1925,q3,6.029999999999999
1925,q4,5.335294117647059
1926,q1,6.13
1926,q2,4.542857142857143
1926,q3,6.761538461538461
1926,q4,5.955555555555556
1927,q1,6.63
1927,q2,0.0
1927,q3,4.685714285714285
1927,q4,5.866666666666666
1928,q1,6.725
1928,q2,7.13076923076923
1928,q3,5.638461538461538
1928,q4,5.966666666666667
1929,q1,6.254545454545456
1929,q2,4.08
1929,q3,4.28125
1929,q4,5.575
1930,q1,3.9368421052631586
1930,q2,4.6866666666666665
1930,q3,3.5347826086956515
1930,q4,4.454545454545454
1931,q1,3.886363636363636
1931,q2,5.014999999999999
1931,q3,4.514285714285714
1931,q4,5.682142857142857
1932,q1,4.093103448275862
1932,q2,5.136842105263158
1932,q3,5.000000000000001
1932,q4,5.004651162790699
1933,q1,4.816216216216216
1933,q2,5.046153846153846
1933,q3,4.408695652173912
1933,q4,5.403030303030303
1934,q1,5.417391304347826
1934,q2,5.429032258064517
1934,q3,4.2975
1934,q4,4.207894736842105
1935,q1,5.182857142857143
1935,q2,4.821052631578946
1935,q3,5.192857142857145
1935,q4,4.869999999999999
1936,q1,6.045454545454546
1936,q2,5.377272727272727
1936,q3,5.288888888888889
1936,q4,5.702325581395349
1937,q1,5.537037037037037
